,charter_id,name,city,state,url
1179,9931,BAYOU,BATON ROUGE,LA,http://www.bayoufcu.org
1180,9943,KSW,WATERVILLE,ME,https://www.kswfcu.org
1181,9952,I R E B,Brooklyn,NY,
1182,9971,SANTA FE,Amarillo,TX,http://www.santafefcu.com
1183,9974,SHELBY/BOLIVAR COUNTY,BOYLE,MS,https://www.shelbycu.org
1184,9976,GROW FINANCIAL,TAMPA,FL,http://www.growfinancial.org
1185,9986,REV,SUMMERVILLE,SC,http://www.revfcu.com
1186,9988,SAFE,Sumter,SC,https://www.safefed.org
1187,9994,HEALTHNET,Cordova,TN,http://www.healthnetfcu.org
1188,10011,MUNICIPAL EMPLOYEES,BOGALUSA,LA,
1189,10015,ALLENTOWN,ALLENTOWN,PA,http://www.allentownfcu.com
1190,10023,ISLAND,Hauppauge,NY,http://www.islandfcu.com
1191,10047,WABELLCO,Washington,PA,http://www.wabfcu.org
1192,10065,MYCOM,Pittsfield,MA,http://www.mycomcu.org
1193,10099,TORCH LAKE,LAURIUM,MI,http://www.torchlakefederal.com
1194,10100,TRUCHOICE,SOUTH PORTLAND,ME,http://WWW.TRUFCU.COM
1195,10141,DERTOWN SCHOOL,Latrobe,PA,
1196,10158,OK,Bartlesville,OK,http://www.okfcu.org
1197,10164,HEART OF LOUISIANA,PINEVILLE,LA,http://www.heartcu.org
1198,10170,CITIZENS,Big Spring,TX,http://www.citizensfcu.com
1199,10174,FIRSTLIGHT,El Paso,TX,https://www.firstlightfcu.org
1200,10177,TAYCO EMPLOYEES,South Shore,KY,
1201,10180,FORT MORGAN SCHOOLS,Fort Morgan,CO,
1202,10181,OUACHITA VALLEY,West Monroe,LA,http://www.ouachitavalleyfcu.org
1203,10184,FRIENDLY,Aliquippa,PA,http://www.friendlyfcu.org
1204,10220,FOCUS FIRST,Rochester,NY,http://www.focusfirstfcu.org
1205,10221,GREAT FALLS REGIONAL,Lewiston,ME,http://www.greatfallsfcu.com
1206,10223,EVERENCE,Lancaster,PA,http://www.everence.com
1207,10225,BECCO BUFFALO,TONAWANDA,NY,
1208,10241,MAPLE,Lafayette,LA,http://www.maplefcu.net
1209,10243,OAHE,Pierre,SD,http://www.oahefcu.coop
1210,10253,AKRON,Akron,CO,
1211,10257,SENTINEL,ELLSWORTH AFB,SD,HTTP://WWW.SENTINELFCU.ORG
1212,10262,ALTAMAHA,Jesup,GA,http://www.altamaha.org
1213,10264,VALLEY WIDE OF PA,Tarentum,PA,https://www.valleywideofpa.com
1214,10269,CHEROKEE COUNTY TEACHERS,RUSK,TX,http://WWW.CCTEACHERS.COM
1215,10274,W B H EMPLOYEES,Paducah,KY,http://www.wbhfcu.com
1216,10283,THE FOCUS,OKLAHOMA CITY,OK,http://www.focusok.com
1217,10301,ROMNEY,ROMNEY,WV,http://www.romneyfcu.com
1218,10308,ALTON MUNICIPAL EMPLOYEES,ALTON,IL,
1219,10319,FIRST POINT,HAMILTON,NJ,http://firstpointfcu.com
1220,10323,I B E W 26,LANHAM,MD,http://www.ibew26fcu.com
1221,10324,JACKSON COUNTY,Edna,TX,http://www.jacksoncountyfcu.com
1222,10327,VICTORIA TEACHERS,Victoria,TX,http://www.myvtfcu.com
1223,10335,COCONINO,Flagstaff,AZ,https://www.coconinofcu.org
1224,10351,LA LOMA,Bryn Mawr,CA,HTTP://WWW.LLFCU.ORG
1225,10353,ACCESS OF LOUISIANA,Lake Charles,LA,http://www.access.coop
1226,10362,NORTHERN REDWOOD,Arcata,CA,https://www.northernredwoodfcu.org
1227,10375,1ST LIBERTY,Great Falls,MT,http://www.1stliberty.org
1228,10381,FERKO MD,Frederick,MD,http://www.ferkomfcu.com
1229,10393,ELECTRICAL WORKERS LOCAL 130,METAIRIE,LA,https://www.ibewlu130.com/local-130
1230,10395,KINGS,Hanford,CA,http://www.kingsfcu.com
1231,10399,KAHULUI,KAHULUI,HI,http://www.kahuluifcu.com
1232,10424,LAS COLINAS,Irving,TX,http://www.lascolinasfcu.com
1233,10433,BOPTI,SAN PEDRO,CA,http://www.boptifcu.com
1234,10442,UNITED TRADES,TUALATIN,OR,http://www.unitedtradesfcu.org
1235,10461,MCLENNAN COUNTY EMPLOYEES,Waco,TX,http://www.mclennancountyefcu.com
1236,10465,UNIVERSITY OF HAWAII,Honolulu,HI,http://www.uhfcu.com
1237,10481,MCMURREY,TYLER,TX,http://www.mcmurreyfcu.com
1238,10502,YANTIS,YANTIS,TX,http://www.yantisfcu.com
1239,10515,NEW ORLEANS CLERK & CHECKERS,METAIRIE,LA,http://www.facebook.com/noccfcu
1240,10520,ALDERSON FCI,Alderson,WV,
1241,10551,SCURRY COUNTY SCHOOL,SNYDER,TX,http://scurrycountyschoolfcu.com
1242,10572,FITZSIMONS,AURORA,CO,http://www.fitzsimonscu.com
1243,10577,BIG SPRING EDUCATION EMPLOYEES,BIG SPRING,TX,http://WWW.BSTCU.COM
1244,10580,U-1ST COMMUNITY,Carlsbad,NM,http://www.u1stcommfcu.net
1245,10585,LINCONE,LINCOLN,NE,http://www.linconefcu.org
1246,10600,AIR ACADEMY,Colorado Spring,CO,http://www.aafcu.com
1247,10613,NIAGARA FALLS A F,Niagara Falls,NY,http://www.niagarafallsafcu.com
1248,10614,KEARNY MUNICIPAL EMPLOYEES,kearny,NJ,
1249,10623,WELLESLEY MUNICIPAL EMPLOYEES,WELLESLEY,MA,http://www.wellesleymunefcu.com
1250,10636,BRUNSWICK COUNTY TEACHERS,Lawrenceville,VA,
1251,10640,CUSA,Covington,LA,http://www.cusafcu.com
1252,10648,MARYKNOLL OF L A,Los Angeles,CA,
1253,10666,GRAND HERITAGE,LAPORTE,IN,http://www.ghfcu.com
1254,10671,GREATER PITTSBURGH,Pittsburgh,PA,http://www.greaterpittsburghfcu.org
1255,10676,KNOX COUNTY TEACHERS,Knoxville,TN,http://www.kctfcu.org
1256,10684,MERIDIA COMMUNITY,HAMBURG,NY,http://www.meridiacu.com
1257,10687,HORIZON,Williamsport,PA,https://www.HORIZONFCU.ORG
1258,10690,FAYETTE FEDERAL EMPLOYEES,UNIONTOWN,PA,http://www.ffefcu.org
1259,10695,MORGANTOWN A E S,Morgantown,WV,http://www.aesfcu.com
1260,10696,EDUCATIONAL SYSTEMS,Greenbelt,MD,http://www.esfcu.org
1261,10699,SAN ANTONIO CITIZENS,SAN ANTONIO,FL,http://www.sacfcu.org
1262,10704,P C,PORT ALLEGANY,PA,http://www.pcfederalcu.org
1263,10706,COMMUNITIES OF ABILENE,Abilene,TX,http://www.coafcu.org
1264,10709,UTAH COMMUNITY,Provo,UT,https://www.uccu.com
1265,10720,NORTH PENN,COLMAR,PA,http://www.northpennfcu.org
1266,10728,LEWISTON PORTER,YOUNGSTOWN,NY,http://www.lewistonporterfcu.com
1267,10729,THE NEW HAVEN POLICE AND MUNICIPAL,New Haven,CT,https://www.nhpdfcu.com
1268,10739,ANDREWS SCHOOL,Andrews,TX,
1269,10741,PUBLIC SERVICE E.D. TRENTON,Lawrence Townsh,NJ,
1270,10746,UPSTATE TELCO,Gloversville,NY,http://www.upstatetelcofcu.org
1271,10754,TYNDALL,Panama City,FL,http://www.tyndall.org
1272,10756,FIRST LINCOLN,Lincoln,NE,http://www.firstlincoln.org
1273,10763,ELECTRICAL WORKERS NO 22,OMAHA,NE,http://www.ew22fcu.org
1274,10772,LAKES,Monticello,IN,http://www.lakesfcu.com
1275,10773,STRATTON AIR NATIONAL GUARD,SCOTIA,NY,
1276,10778,H A L E,INDIANAPOLIS,IN,
1277,10794,THE COUNTY,Presque Isle,ME,http://www.countyfcu.org
1278,10799,LONGSHOREMEN'S LOCAL 4,Vancouver,WA,http://www.lshore4cu.com
1279,10800,THE HEALTH & EDUCATION,Lexington,KY,http://www.thefcu.com
1280,10803,ISRAEL MEMORIAL A M E,Newark,NJ,
1281,10832,FORT SILL,Lawton,OK,http://www.fsfcu.com
1282,10857,DEER LODGE COUNTY SCHOOL EMP,Anaconda,MT,
1283,10859,W T COMMUNITY,Cincinnati,OH,
1284,10865,GREATER WATERBURY HEALTHCARE,WATERBURY,CT,http://www.gwhfcu.com
1285,10866,KINETIC,Columbus,GA,https://www.kineticCU.com
1286,10880,PINELLAS,Largo,FL,http://www.pinellasfcu.org
1287,10882,LOCAL UNION 1186 IBEW,HONOLULU,HI,
1288,10898,MIDCOAST,Freeport,ME,https://www.midcoastfcu.me
1289,10904,GRANCO,Ephrata,WA,https://www.granco.org
1290,10913,SOUTHWEST RESEARCH CENTER,San Antonio,TX,https://www.swrcfcu.com
1291,10920,ARKANSAS,Little Rock,AR,http://www.afcu.org
1292,10933,SERVU,Painted Post,NY,http://www.servucu.com
1293,10938,HAWAII FIRST,Kamuela,HI,http://www.hawaiifirstfcu.com
1294,10939,BANGOR,BANGOR,ME,http://www.bangorfederal.com
1295,10954,METHUEN,Methuen,MA,http://methuencreditunion.com
1296,10958,FIRST EAGLE,Owings Mills,MD,http://www.firsteaglefcu.org
1297,10973,UFCW COMMUNITY,WYOMING,PA,http://www.ufcwpa.org
1298,10994,NAFT,Pharr,TX,http://www.naftfcu.coop
1299,11011,LAREDO,Laredo,TX,http://www.laredofcu.org
1300,11014,EAST ORANGE FIREMENS,Bloomfield,NJ,http://eoffcu.com
1301,11030,GRASSLANDS,CIRCLE,MT,http://www.grasslandscu.com
1302,11032,HEART O' TEXAS,Waco,TX,http://www.hotfcu.org
1303,11045,PBA,Pine Bluff,AR,http://www.pbafcu.com
1304,11056,NORTHEAST ALABAMA POSTAL,Anniston,AL,http://WWW.NEAPFCU.COM
1305,11057,FIRST FAMILY,Henryetta,OK,http://www.firstfamilyfcu.com
1306,11065,SECURITY SERVICE,San Antonio,TX,https://www.ssfcu.org
1307,11067,4U,Gainesville,TX,http://www.4ucu.org
1308,11099,EAST COUNTY SCHOOLS,EL CAJON,CA,http://www.eastcountyschools.org
1309,11111,FREEDOM FIRST,Roanoke,VA,http://www.freedomfirst.com
1310,11123,S R I EMPLOYEES,Birmingham,AL,
1311,11144,DIRIGO,Lewiston,ME,http://www.dirigofcu.com
1312,11152,ETMA,LOUISVILLE,TN,https://www.etmafcu.net
1313,11154,BLUE COAST,Perry,FL,http://www.myBCFCU.com
1314,11157,UTICA DISTRICT TELEPHONE EMPLOYEES,UTICA,NY,http://WWW.UTELFCU.NET
1315,11162,CANOPY,SPOKANE,WA,http://www.canopycu.com
1316,11164,COASTAL BEND P O,Victoria,TX,
1317,11168,AUDUBON,Owensboro,KY,http://www.audubonfcu.net
1318,11170,FIRST SERVICE,Groveport,OH,http://firstcu.com
1319,11172,COMMUNITY CONNECT,Titusville,PA,http://www.communityconnectfcu.com
1320,11242,PINPOINT,MILTON,PA,https://www.pinpointfcu.org
1321,11253,NEW DIMENSIONS,Waterville,ME,https://www.newdimensionsfcu.com
1322,11254,CELCO COMMUNITY,NARROWS,VA,http://www.celcofcu.org
1323,11273,STERLING UNITED,EVANSVILLE,IN,http://www.sufcu.org
1324,11285,CORNING GLASS WORKS HARRODSBG,Harrodsburg,KY,
1325,11293,VACATIONLAND,Sandusky,OH,https://vlfcu.org
1326,11299,C A S E,Tyler,TX,http://www.casefcu.org
1327,11300,CLEARWATER,Missoula,MT,http://www.clearwatercreditunion.or
1328,11304,ARC,Altoona,PA,http://www.arcfcu.org
1329,11307,APPLE,Fairfax,VA,http://www.applefcu.org
1330,11316,SANDIA AREA,Albuquerque,NM,http://www.sandia.org
1331,11323,PACE,Huntington,WV,http://www.pacefederal.com
1332,11331,M D U EMPLOYEES,Glendive,MT,http://www.mdufcu.com
1333,11340,ST. MICHAELS,CRAIG,CO,
1334,11347,WILMINGTON POLICE & FIRE,Wilmington,DE,http://www.wpffcu.org
1335,11353,EAST RIVER,Madison,SD,http://www.eastriverfcu.com
1336,11364,THE FAMILY FIRST,Great Falls,MT,http://www.familyfirstfcu.org
1337,11374,C-B-W SCHOOLS,SIDMAN,PA,http://www.cbwsfcu.org
1338,11377,SWEETWATER REGIONAL,Sweetwater,TX,http://www.sweetwatercredit.com
1339,11380,FIDELIS,NEW YORK,NY,http://www.fidelisfcu.org
1340,11391,KINZUA,Warren,PA,http://www.kinzuafcu.com
1341,11400,GOLDMARK,Attleboro,MA,http://www.goldmarkfcu.com
1342,11402,GREAT MEADOW,Granville,NY,http://www.greatmeadowfcu.org
1343,11409,LITHIUM,BESSEMER CITY,NC,http://www.lithiumfcu.org
1344,11440,BUTLER HERITAGE,Middletown,OH,http://www.butlerheritagefcu.org
1345,11445,BREWSTER,Brewster,OH,http://www.brewsterfcu.org
1346,11452,CY-FAIR,Houston,TX,http://www.cyfairfcu.org
1347,11458,MOORE COUNTY SCHOOLS,Dumas,TX,https://www.mcsfcreditunion.com
1348,11459,WINSLOW SCHOOL EMPLOYEES,WINSLOW,AZ,
1349,11470,SWEET HOME,AMHERST,NY,http://WWW.SWEETHOMEFCU.ORG
1350,11477,UNIVERSAL COOP,Rio Grande,PR,http://www.universalcoopfcu.com
1351,11520,ASCENT,OGDEN,UT,http://www.ascentcu.com
1352,11524,IRS BUFFALO,Buffalo,NY,http://www.irsbflofcu.org
1353,11526,DAKOTA PLAINS,Lemmon,SD,https://www.dakotaplainsfcu.com
1354,11533,KNOXVILLE LAW ENFORCEMENT,Knoxville,TN,http://www.klefcu.com
1355,11548,COLUMBINE,Centennial,CO,http://www.columbinefcu.org
1356,11550,MARYVALE SCHOOLS,CHEEKTOWAGA,NY,http://maryvaleschoolsfcu.com
1357,11554,FAMILY TRUST,Rock Hill,SC,http://www.familytrust.org
1358,11567,BRISTOL VA SCHOOL SYSTEM,Bristol,VA,
1359,11576,TEXHILLCO SCHOOL EMPLOYEES,Kerrville,TX,https://Texhillco.org
1360,11604,EAST ORANGE VA HOSPITAL,East Orange,NJ,http://www.eovahfcu.com
1361,11640,BOULEVARD,Amherst,NY,HTTP://WWW.BLVDFCU.COM
1362,11643,FREEDOM 1ST,MCCONNELL AFB,KS,http://www.freedom1stfcu.org
1363,11652,GOLDEN VALLEY,Manteca,CA,http://www.goldenvalleyfcu.org
1364,11658,AVENUE BAPTIST BROTHERHOOD,Shreveport,LA,
1365,11663,GOOD NEIGHBORS,Depew,NY,http://www.goodneighborscu.com
1366,11670,TEXOMA EDUCATORS,SHERMAN,TX,http://www.texomaeducators.com
1367,11671,T.E.S. REGIONAL HEALTHCARE,SHREVEPORT,LA,http://www.tesfcu.org
1368,11674,FIRELANDS,Bellevue,OH,http://www.firelandsfcu.org
1369,11678,TIMBERLINE,Crossett,AR,http://www.timberlinefcu.org
1370,11680,BANNER,Phoenix,AZ,http://bannerfcu.org
1371,11685,ARKANSAS SUPERIOR,WARREN,AR,http://www.asfcu.coop
1372,11689,WYROPE WILLIAMSPORT,S WILLIAMSPORT,PA,http://www.wyrope.org
1373,11718,GRAND JUNCTION,Grand Junction,CO,http://www.grandjunctionfcu.org
1374,11721,SAN PATRICIO COUNTY TEACHERS,Sinton,TX,http://www.sanpatcu.com
1375,11723,CORNERSTONE COMMUNITY,LOCKPORT,NY,https://www.ccfcu.org
1376,11744,AUGUSTA COUNTY,VERONA,VA,https://www.augustacountyfcu.org
1377,11746,BROWARD HEALTHCARE,FORT LAUDERDALE,FL,http://www.bhcfcu.org
1378,11761,PECO,Mineral Wells,TX,
1379,11779,PUBLIC SERVICE,Middlesex,NJ,http://www.psfcunj.com
1380,11780,SANTA ROSA COUNTY,MILTON,FL,http://www.srcfcu.org
1381,11782,BAYOU COMMUNITY,Saint Gabriel,LA,http://www.bayoucfcu.com
1382,11783,S I PHILADELPHIA,PHILADELPHIA,PA,
1383,11786,HURRICANE CREEK,BENTON,AR,http://www.hurricanecreekfcu.org
1384,11793,EMBOLD,Milwaukie,OR,http://www.emboldcu.org
1385,11824,CHURCHILL COUNTY,FALLON,NV,https://www.myccfcu.org
1386,11836,BAYER HERITAGE,New Martinsvill,WV,http://bayerhfcu.com
1387,11867,A.C.P.E.,Laramie,WY,HTTP://WWW.ACPEFCU.COM
1388,11870,DOWNEY,DOWNEY,CA,http://www.downeyfcu.org
1389,11872,SRI,MENLO PARK,CA,http://SRIFCU.ORG
1390,11891,MERCER COUNTY COMMUNITY,Hermitage,PA,http://www.mercomfcu.org
1391,11900,MOJAVE PLANT EMPLOYEES,MOJAVE,CA,
1392,11902,PATTERSON,ARKADELPHIA,AR,http://www.pfcuonline.org
1393,11905,CASTPARTS EMPLOYEES,Portland,OR,http://www.castpartsfcu.org
1394,11913,ALCOA COMMUNITY,BENTON,AR,http://www.alcoacommunityfcu.org
1395,11927,COASTAL COMMUNITY,Galveston,TX,http://www.coastalcommunityfcu.org
1396,11942,ST. TAMMANY,SLIDELL,LA,http://www.sttammanyfederalcu.org
1397,11943,BEFIT FINANCIAL,Vacaville,CA,http://www.bffcu.org
1398,11944,KAIPERM,Walnut Creek,CA,http://www.kaipermcu.org
1399,11949,IBEW 76,TACOMA,WA,https://www.ibew76fcu.org
1400,11950,COVINGTON SCHOOLS,ANDALUSIA,AL,
1401,11962,R G,RAYMORE,MO,https://www.RGFCU.COM
1402,11972,YOUR CHOICE,ALTOONA,PA,HTTP://WWW.YOURCHOICEFCU.COM
1403,11975,ANG,BIRMINGHAM,AL,http://www.angfcu.org
1404,11979,NORTHLAND AREA,Alpena,MI,http://www.northlandcu.com
1405,11986,HIGH STREET BAPTIST CHURCH,Roanoke,VA,
1406,11992,ST. PASCHAL BAYLONS,HIGHLAND HEIGHT,OH,
1407,11995,GREATER CENTRAL TEXAS,KILLEEN,TX,http://www.gctfcu.net
1408,11996,COLQUITT COUNTY TEACHER,Moultrie,GA,
1409,12000,MOHAVE COMMUNITY,KINGMAN,AZ,http://mohavecommunityfcu.com
1410,12004,NORTH CAROLINA COMMUNITY,GOLDSBORO,NC,http://www.nccfcu.org
1411,12012,OLD WEST,JOHN DAY,OR,https://www.oldwestfcu.org/
1412,12028,DENOCOS,CRESCENT CITY,CA,http://www.denocoscu.com
1413,12029,UNITED CATHOLICS,COVINA,CA,HTTP://WWW.UNITEDCATHOLICSFCU.ORG
1414,12033,PANHANDLE,Wellington,KS,http://www.panhandlefcu.com
1415,12067,BAY,CAPITOLA,CA,http://www.bayfed.com
1416,12068,WALKER COUNTY,Huntsville,TX,http://www.walkercountyfcu.com
1417,12082,RED RIVER,Altus,OK,http://www.redriverfcu.com
1418,12084,MID OREGON,BEND,OR,http://www.midoregon.com
1419,12143,ONE COMMUNITY,Parkersburg,WV,http://www.onecommunityfcu.net
1420,12152,CLIFTY CREEK EMPLOYEES,Madison,IN,http://bsdc.onlinecu.com/cliftycree
1421,12153,AFENA,Marion,IN,https://www.afenafcu.org
1422,12164,AERO,Glendale,AZ,http://www.aerofinancial.com
1423,12170,LE ROY,LE ROY,NY,http://www.leroyfcu.org
1424,12175,P S E,Somerset,NJ,
1425,12181,WELLSPRING,Bridge City,TX,http://www.wellspringcu.com
1426,12185,THIOKOL ELKTON,Elkton,MD,http://www.thiokolfcu.org
1427,12199,KIRTLAND,ALBUQUERQUE,NM,http://www.kirtlandcu.org
1428,12219,USSCO JOHNSTOWN,JOHNSTOWN,PA,http://www.usscofcu.org
1429,12225,RAPIDES,ALEXANDRIA,LA,http://www.rapidesfederalcu.com
1430,12227,PASSAIC POLICE,PASSAIC,NJ,
1431,12259,SHERWIN,Portland,TX,http://www.sherwinfcu.org
1432,12266,ELLIS COUNTY TEACHERS AND EMPLOYEES,WAXAHACHIE,TX,https://www.ectefcu.net
1433,12271,SOUTHWEST OKLAHOMA,LAWTON,OK,http://www.swofcu.com
1434,12274,PLAINS,Plainview,TX,http://www.plainsfcu.com
1435,12289,LITTLEFIELD SCHOOL EMPLOYEES,Littlefield,TX,
1436,12290,VALDOSTA TEACHERS,Valdosta,GA,http://www.valdostateachersfcu.org
1437,12291,GEORGIA POWER VALDOSTA,Valdosta,GA,http://www.gpvfcu.com
1438,12292,BARTON PLANT EMPLOYEES,Luling,LA,http://www.bartonfcu.com
1439,12305,FAIRFIELD,PINE BLUFF,AR,http://www.fairfieldcreditunion.org
1440,12310,FAYETTE,MOUNT HOPE,WV,http://fayettefcu.virtualcu.net
1441,12319,OMAHA POLICE,Omaha,NE,http://opfcu.net
1442,12330,WYMAR,GEISMAR,LA,HTTP://WWW.WYMARFCU.COM
1443,12333,EARNING TREE,Wyoming,PA,http://www.etreefcu.com
1444,12334,NESC,METHUEN,MA,http://www.nescfcu.org
1445,12351,PORT CONNEAUT,Conneaut,OH,http://www.portconnfcu.com
1446,12354,WYO CENTRAL,CASPER,WY,http://www.wyocentral.org
1447,12356,IBERVILLE,PLAQUEMINE,LA,http://www.ibervillefcu.org
1448,12361,CAROLINA TRUST,MYRTLE BEACH,SC,https://www.carolinatrust.org
1449,12365,REFUGIO COUNTY,Refugio,TX,http://www.refugiocountyfcu.com
1450,12375,NORWALK POSTAL EMPLOYEES,WATERBURY,CT,
1451,12383,EAST ALABAMA COMMUNITY,OPELIKA,AL,http://www.eamcfcu.com
1452,12425,FOOTHILL,Arcadia,CA,http://www.foothillcu.org
1453,12438,ARMSTRONG ASSOCIATES,Ford City,PA,http://www.myaafcu.com
1454,12440,"MASTERS, MATES & PILOTS (MM&P)",Linthicum,MD,http://creditunion.bridgedeck.org
1455,12443,DOVER,DOVER,DE,http://doverfcu.com
1456,12458,VELOCITY COMMUNITY,PALM BEACH GARD,FL,http://www.velocitycommunity.org
1457,12470,MOUNTAIN HERITAGE,PARKERSBURG,WV,http://www.mhfcu.net
1458,12472,LAREDO FIRE DEPARTMENT,Laredo,TX,http://WWW.laredofirecreditunion.co
1459,12473,DANNEMORA,PLATTSBURGH,NY,https://www.dfcu.net
1460,12478,ELECTRICAL WORKERS NO 558,SHEFFIELD,AL,http://www.ew558fcu.com
1461,12505,FORT LIGONIER,JEROME,PA,http://www.fortligonierfcu.com
1462,12508,SANTA MARIA ASSOCIATED EMPLOYEES,Santa Maria,CA,http://smaefcu.org
1463,12527,OUACHITA VALLEY HEALTH SYSTEM,CAMDEN,AR,
1464,12543,TORRANCE COMMUNITY,TORRANCE,CA,http://www.torranceccu.org
1465,12546,MEDICAL EMPLOYEES OF STATEN ISLAND,STATEN ISLAND,NY,
1466,12570,UNIVERSITY OF LOUISIANA,Lafayette,LA,http://www.ulfcu.com
1467,12601,PINE,PINE BLUFF,AR,http://www.pinefcu.com
1468,12604,FRANKLIN FIRST,Greenfield,MA,http://www.franklinfirst.org
1469,12608,OLATHE,Olathe,CO,
1470,12613,GLOVER,Honolulu,HI,
1471,12616,ERIE COMMUNITY,Sandusky,OH,http://www.eriecommunityfcu.org
1472,12619,PUBLIC SERVICE EDWARDSPT PL E,Linton,IN,
1473,12624,RT,ROME,NY,http://www.rtfcu.com
1474,12643,CORRY,Corry,PA,http://www.corryfcu.org
1475,12648,BLUEGRASS COMMUNITY,ASHLAND,KY,http://www.bluegrasscreditunion.com
1476,12654,SRU,Slippery Rock,PA,http://www.srufcu.org
1477,12666,MILLS42,Lowell,MA,http://www.mills42fcu.com
1478,12671,COOPERS CAVE,Glens Falls,NY,http://cooperscavefcu.com
1479,12673,UNITED HOSPITAL CENTER,Bridgeport,WV,http://www.uhcfcu.virtualcu.net
1480,12679,EDIFI,Willingboro,NJ,http://www.abcofcu.org
1481,12686,PAHRANAGAT VALLEY,Alamo,NV,http://www.pvfcu.net
1482,12697,COMPLEX COMMUNITY,ODESSA,TX,http://www.comcfcu.com/
1483,12729,PENN STATE,BELLEFONTE,PA,https://www.pennstatefederal.com
1484,12735,W B R T,Port Allen,LA,http://www.wbrtfcu.com
1485,12745,LOCAL 697,MERRILLVILLE,IN,https://www.697fcu.org
1486,12748,XAVIER UNIVERSITY,New Orleans,LA,
1487,12752,AMERICO,ERIE,PA,http://www.americofcu.com
1488,12765,FIRST COMMONWEALTH,Allentown,PA,http://www.firstcomcu.org
1489,12771,PUERTO RICO EMPLOYEE GROUPS,PUERTO NUEVO,PR,http://premployeesfcu.com
1490,12794,POWELL SCHOOLS,Powell,WY,https://psfcupowell.com/
1491,12805,MOCSE,Modesto,CA,http://www.mocse.org
1492,12808,SUCCESS,BLYTHEVILLE,AR,https://www.successcreditunion.com
1493,12813,BAPTIST HEALTH,Little Rock,AR,http://www.baptist-healthfcu.com
1494,12814,SEA WEST COAST GUARD,OAKLAND,CA,http://www.seawest.coop
1495,12826,BASF CHATTANOOGA,CHATTANOOGA,TN,http://www.basfchattafcu.com
1496,12837,MARVEL CITY,BESSEMER,AL,HTTP://WWW.MARVELCITYFCU.COM
1497,12847,COMMUNITY HEALTHCARE,Everett,WA,http://www.Commhealthcu.org
1498,12852,GREEN RIVER AREA,OWENSBORO,KY,https://www.greenriverafcu.com
1499,12858,TEXAS TECH,Lubbock,TX,https://www.texastechfcu.org
1500,12859,FAITH COOPERATIVE,Dallas,TX,http://www.faithcfcu.com/
1501,12873,PLATTSBURGH CITY SCHOOL DISTRICT,Plattsburgh,NY,http://www.plattscsdfcu.org
1502,12877,SECURED ADVANTAGE,Simpsonville,SC,http://www.securedadvantagefcu.com
1503,12890,RIVERWAYS,Rolla,MO,http://www.riverwaysfcu.com
1504,12892,BCM,Houston,TX,http://www.bcmfcu.com
1505,12898,FONTANA,Fontana,CA,http://www.fontanafcu.org
1506,12900,KENNAFORD,Bedford,PA,
1507,12906,BLUE WATER,PORT HURON,MI,http://www.bluewaterfcu.com
1508,12912,CIRCUIT,CHEEKTOWAGA,NY,http://WWW.circuitfcu.com
1509,12922,CHARLESTON,CHARLESTON,WV,https://www.cfcuwv.virtualcu.net
1510,12935,DISCOVERY,WYOMISSING,PA,http://www.discoveryfcu.org
1511,12938,WV NATIONAL GUARD,CHARLESTON,WV,http://wvngfcu.com
1512,12944,ST. BERNARD PARISH SCHOOL BOARD EMP,CHALMETTE,LA,
1513,12956,PEOPLES TRANSPORT,MOUNT EPHRAIM,NJ,http://Peoplestransportfcu.com
1514,12957,TCT,BALLSTON SPA,NY,https://www.tctfcu.org
1515,12963,N.H. COMMUNITY,Claremont,NH,HTTP://WWW.NHCOMMUNITYFCU.ORG
1516,12977,MARINE,Jacksonville,NC,https://www.marinefederalhb.org
1517,12980,AFFINITY FIRST,Minot,ND,http://www.affinityfcund.com
1518,13028,167TH TFR,Martinsburg,WV,http://www.167tfrfcu.com
1519,13035,WASHINGTON AREA TEACHERS,Washington,PA,http://www.watfcu.org
1520,13044,ONTARIO PUBLIC EMPLOYEES,ONTARIO,CA,http://www.opefcu.org
1521,13062,B. P. S.,Beeville,TX,
1522,13067,RIVERFORK,GRAND FORKS,ND,http://www.riverforkfcu.com
1523,13102,ONEIDA COUNTY,UTICA,NY,http://www.oneidacfcu.org
1524,13103,PALACE CITY,Mitchell,SD,http://www.palacecitycu.org
1525,13115,FASSON EMPLOYEES,PAINESVILLE,OH,http://www.fassoncreditunion.com
1526,13121,TIDEMARK,Seaford,DE,http://www.tidemarkfcu.org
1527,13131,MISSION CITY,Santa Clara,CA,http://www.missioncityfcu.org
1528,13132,U. S. I.,La Porte,TX,http://usifcu.com
1529,13161,RIO BLANCO SCHOOLS,Rangely,CO,http://www.rioblancoschoolsfcu.org
1530,13167,FLORENCE,Florence,AL,https://www.ffcuonline.com
1531,13180,HEMPFIELD AREA,GREENSBURG,PA,https://www.hempfieldareafcu.com
1532,13186,ED-MED,OGDENSBURG,NY,http://www.edmedfcu.com
1533,13190,LISBON COMMUNITY,Lisbon,ME,http://www.lisboncu.org
1534,13224,NORTH SANPETE,Fairview,UT,
1535,13233,FEDTRUST,MEMPHIS,TN,http://www.fedtrustfcu.com
1536,13242,CHARTWAY,Virginia Beach,VA,https://www.chartway.com
1537,13248,S H P E,GREENSBURG,LA,http://sshpecu.org
1538,13254,CORRECTIONS,Soledad,CA,http://www.CORFED.com
